# id;timestamp;commentText;codeText;commentWords;codeWords
ScriptTemplateViewResolver -> public ScriptTemplateViewResolver();1485986572;Sets the default {@link #setViewClass view class} to {@link #requiredViewClass}:_by default {@link ScriptTemplateView}.;public ScriptTemplateViewResolver() {_		setViewClass(requiredViewClass())__	};sets,the,default,link,set,view,class,view,class,to,link,required,view,class,by,default,link,script,template,view;public,script,template,view,resolver,set,view,class,required,view,class
ScriptTemplateViewResolver -> public ScriptTemplateViewResolver();1489852683;Sets the default {@link #setViewClass view class} to {@link #requiredViewClass}:_by default {@link ScriptTemplateView}.;public ScriptTemplateViewResolver() {_		setViewClass(requiredViewClass())__	};sets,the,default,link,set,view,class,view,class,to,link,required,view,class,by,default,link,script,template,view;public,script,template,view,resolver,set,view,class,required,view,class
ScriptTemplateViewResolver -> public ScriptTemplateViewResolver();1498512529;Sets the default {@link #setViewClass view class} to {@link #requiredViewClass}:_by default {@link ScriptTemplateView}.;public ScriptTemplateViewResolver() {_		setViewClass(requiredViewClass())__	};sets,the,default,link,set,view,class,view,class,to,link,required,view,class,by,default,link,script,template,view;public,script,template,view,resolver,set,view,class,required,view,class
ScriptTemplateViewResolver -> public ScriptTemplateViewResolver(String prefix, String suffix);1485986572;A convenience constructor that allows for specifying {@link #setPrefix prefix}_and {@link #setSuffix suffix} as constructor arguments._@param prefix the prefix that gets prepended to view names when building a URL_@param suffix the suffix that gets appended to view names when building a URL;public ScriptTemplateViewResolver(String prefix, String suffix) {_		this()__		setPrefix(prefix)__		setSuffix(suffix)__	};a,convenience,constructor,that,allows,for,specifying,link,set,prefix,prefix,and,link,set,suffix,suffix,as,constructor,arguments,param,prefix,the,prefix,that,gets,prepended,to,view,names,when,building,a,url,param,suffix,the,suffix,that,gets,appended,to,view,names,when,building,a,url;public,script,template,view,resolver,string,prefix,string,suffix,this,set,prefix,prefix,set,suffix,suffix
ScriptTemplateViewResolver -> public ScriptTemplateViewResolver(String prefix, String suffix);1489852683;A convenience constructor that allows for specifying {@link #setPrefix prefix}_and {@link #setSuffix suffix} as constructor arguments._@param prefix the prefix that gets prepended to view names when building a URL_@param suffix the suffix that gets appended to view names when building a URL;public ScriptTemplateViewResolver(String prefix, String suffix) {_		this()__		setPrefix(prefix)__		setSuffix(suffix)__	};a,convenience,constructor,that,allows,for,specifying,link,set,prefix,prefix,and,link,set,suffix,suffix,as,constructor,arguments,param,prefix,the,prefix,that,gets,prepended,to,view,names,when,building,a,url,param,suffix,the,suffix,that,gets,appended,to,view,names,when,building,a,url;public,script,template,view,resolver,string,prefix,string,suffix,this,set,prefix,prefix,set,suffix,suffix
ScriptTemplateViewResolver -> public ScriptTemplateViewResolver(String prefix, String suffix);1498512529;A convenience constructor that allows for specifying {@link #setPrefix prefix}_and {@link #setSuffix suffix} as constructor arguments._@param prefix the prefix that gets prepended to view names when building a URL_@param suffix the suffix that gets appended to view names when building a URL;public ScriptTemplateViewResolver(String prefix, String suffix) {_		this()__		setPrefix(prefix)__		setSuffix(suffix)__	};a,convenience,constructor,that,allows,for,specifying,link,set,prefix,prefix,and,link,set,suffix,suffix,as,constructor,arguments,param,prefix,the,prefix,that,gets,prepended,to,view,names,when,building,a,url,param,suffix,the,suffix,that,gets,appended,to,view,names,when,building,a,url;public,script,template,view,resolver,string,prefix,string,suffix,this,set,prefix,prefix,set,suffix,suffix
