# id;timestamp;commentText;codeText;commentWords;codeWords
TaskKvStateRegistry -> public void registerKvState(KeyGroupRange keyGroupRange, String registrationName, InternalKvState<?> kvState);1484317029;Registers the KvState instance at the KvStateRegistry.__@param keyGroupRange    Key group range the KvState instance belongs to_@param registrationName The registration name (not necessarily the same_as the KvState name defined in the state_descriptor used to create the KvState instance)_@param kvState          The;public void registerKvState(KeyGroupRange keyGroupRange, String registrationName, InternalKvState<?> kvState) {_		KvStateID kvStateId = registry.registerKvState(jobId, jobVertexId, keyGroupRange, registrationName, kvState)__		registeredKvStates.add(new KvStateInfo(keyGroupRange, registrationName, kvStateId))__	};registers,the,kv,state,instance,at,the,kv,state,registry,param,key,group,range,key,group,range,the,kv,state,instance,belongs,to,param,registration,name,the,registration,name,not,necessarily,the,same,as,the,kv,state,name,defined,in,the,state,descriptor,used,to,create,the,kv,state,instance,param,kv,state,the;public,void,register,kv,state,key,group,range,key,group,range,string,registration,name,internal,kv,state,kv,state,kv,state,id,kv,state,id,registry,register,kv,state,job,id,job,vertex,id,key,group,range,registration,name,kv,state,registered,kv,states,add,new,kv,state,info,key,group,range,registration,name,kv,state,id
TaskKvStateRegistry -> public void registerKvState(KeyGroupRange keyGroupRange, String registrationName, InternalKvState<?> kvState);1497021886;Registers the KvState instance at the KvStateRegistry.__@param keyGroupRange    Key group range the KvState instance belongs to_@param registrationName The registration name (not necessarily the same_as the KvState name defined in the state_descriptor used to create the KvState instance)_@param kvState          The;public void registerKvState(KeyGroupRange keyGroupRange, String registrationName, InternalKvState<?> kvState) {_		KvStateID kvStateId = registry.registerKvState(jobId, jobVertexId, keyGroupRange, registrationName, kvState)__		registeredKvStates.add(new KvStateInfo(keyGroupRange, registrationName, kvStateId))__	};registers,the,kv,state,instance,at,the,kv,state,registry,param,key,group,range,key,group,range,the,kv,state,instance,belongs,to,param,registration,name,the,registration,name,not,necessarily,the,same,as,the,kv,state,name,defined,in,the,state,descriptor,used,to,create,the,kv,state,instance,param,kv,state,the;public,void,register,kv,state,key,group,range,key,group,range,string,registration,name,internal,kv,state,kv,state,kv,state,id,kv,state,id,registry,register,kv,state,job,id,job,vertex,id,key,group,range,registration,name,kv,state,registered,kv,states,add,new,kv,state,info,key,group,range,registration,name,kv,state,id
TaskKvStateRegistry -> public void registerKvState(KeyGroupRange keyGroupRange, String registrationName, InternalKvState<?> kvState);1508840168;Registers the KvState instance at the KvStateRegistry.__@param keyGroupRange    Key group range the KvState instance belongs to_@param registrationName The registration name (not necessarily the same_as the KvState name defined in the state_descriptor used to create the KvState instance)_@param kvState          The;public void registerKvState(KeyGroupRange keyGroupRange, String registrationName, InternalKvState<?> kvState) {_		KvStateID kvStateId = registry.registerKvState(jobId, jobVertexId, keyGroupRange, registrationName, kvState)__		registeredKvStates.add(new KvStateInfo(keyGroupRange, registrationName, kvStateId))__	};registers,the,kv,state,instance,at,the,kv,state,registry,param,key,group,range,key,group,range,the,kv,state,instance,belongs,to,param,registration,name,the,registration,name,not,necessarily,the,same,as,the,kv,state,name,defined,in,the,state,descriptor,used,to,create,the,kv,state,instance,param,kv,state,the;public,void,register,kv,state,key,group,range,key,group,range,string,registration,name,internal,kv,state,kv,state,kv,state,id,kv,state,id,registry,register,kv,state,job,id,job,vertex,id,key,group,range,registration,name,kv,state,registered,kv,states,add,new,kv,state,info,key,group,range,registration,name,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1464609815;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupIndex, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,index,kv,state,registration,name,kv,state,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1470847490;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupIndex, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,index,kv,state,registration,name,kv,state,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1474382176;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupRange, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,range,kv,state,registration,name,kv,state,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1484317029;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupRange, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,range,kv,state,registration,name,kv,state,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1497021886;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupRange, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,range,kv,state,registration,name,kv,state,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1508840168;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupRange, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,range,kv,state,registration,name,kv,state,kv,state,id
TaskKvStateRegistry -> public void unregisterAll();1520632055;Unregisters all registered KvState instances from the KvStateRegistry.;public void unregisterAll() {_		for (KvStateInfo kvState : registeredKvStates) {_			registry.unregisterKvState(jobId, jobVertexId, kvState.keyGroupRange, kvState.registrationName, kvState.kvStateId)__		}_	};unregisters,all,registered,kv,state,instances,from,the,kv,state,registry;public,void,unregister,all,for,kv,state,info,kv,state,registered,kv,states,registry,unregister,kv,state,job,id,job,vertex,id,kv,state,key,group,range,kv,state,registration,name,kv,state,kv,state,id
