commented;modifiers;parameterAmount;loc;comment;code
false;protected;0;4;;@Override protected String executor() {     return ThreadPool.Names.SAME. }
false;protected;0;4;;@Override protected GetJobsAction.Response newResponse() {     return new GetJobsAction.Response(). }
false;protected;3;11;;@Override protected void masterOperation(GetJobsAction.Request request, ClusterState state, ActionListener<GetJobsAction.Response> listener) {     logger.debug("Get job '{}'", request.getJobId()).     jobManager.expandJobs(request.getJobId(), request.allowNoJobs(), ActionListener.wrap(jobs -> {         listener.onResponse(new GetJobsAction.Response(jobs)).     }, listener::onFailure)). }
false;protected;2;4;;@Override protected ClusterBlockException checkBlock(GetJobsAction.Request request, ClusterState state) {     return state.blocks().globalBlockedException(ClusterBlockLevel.METADATA_READ). }
