commented;modifiers;parameterAmount;loc;comment;code
false;;1;1;;PollingConsumer acquirePollingConsumer(Endpoint endpoint).
false;;2;1;;void releasePollingConsumer(Endpoint endpoint, PollingConsumer pollingConsumer).
false;;1;1;;Exchange receive(Endpoint endpoint).
false;;2;1;;Exchange receive(Endpoint endpoint, long timeout).
false;;1;1;;Exchange receiveNoWait(Endpoint endpoint).
false;;0;1;;Object getSource().
false;;0;1;;int size().
false;;0;1;;int getCapacity().
false;;0;1;;long getHits().
false;;0;1;;long getMisses().
false;;0;1;;long getEvicted().
false;;0;1;;void resetCacheStatistics().
false;;0;1;;void purge().
false;;0;1;;void cleanUp().
false;;0;1;;EndpointUtilizationStatistics getEndpointUtilizationStatistics().
