# id;timestamp;commentText;codeText;commentWords;codeWords
ExecutorThreadFactory -> public ExecutorThreadFactory(String poolName, UncaughtExceptionHandler exceptionHandler);1486740510;Creates a new thread factory using the given thread pool name and the given_uncaught exception handler.__@param poolName The pool name, used as the threads' name prefix_@param exceptionHandler The uncaught exception handler for the threads;public ExecutorThreadFactory(String poolName, UncaughtExceptionHandler exceptionHandler) {_		checkNotNull(poolName, "poolName")___		SecurityManager securityManager = System.getSecurityManager()__		this.group = (securityManager != null) ? securityManager.getThreadGroup() :_				Thread.currentThread().getThreadGroup()___		this.namePrefix = poolName + "-thread-"__		this.exceptionHandler = exceptionHandler__	};creates,a,new,thread,factory,using,the,given,thread,pool,name,and,the,given,uncaught,exception,handler,param,pool,name,the,pool,name,used,as,the,threads,name,prefix,param,exception,handler,the,uncaught,exception,handler,for,the,threads;public,executor,thread,factory,string,pool,name,uncaught,exception,handler,exception,handler,check,not,null,pool,name,pool,name,security,manager,security,manager,system,get,security,manager,this,group,security,manager,null,security,manager,get,thread,group,thread,current,thread,get,thread,group,this,name,prefix,pool,name,thread,this,exception,handler,exception,handler
ExecutorThreadFactory -> public ExecutorThreadFactory(String poolName, UncaughtExceptionHandler exceptionHandler);1487154384;Creates a new thread factory using the given thread pool name and the given_uncaught exception handler.__@param poolName The pool name, used as the threads' name prefix_@param exceptionHandler The uncaught exception handler for the threads;public ExecutorThreadFactory(String poolName, UncaughtExceptionHandler exceptionHandler) {_		checkNotNull(poolName, "poolName")___		SecurityManager securityManager = System.getSecurityManager()__		this.group = (securityManager != null) ? securityManager.getThreadGroup() :_				Thread.currentThread().getThreadGroup()___		this.namePrefix = poolName + "-thread-"__		this.exceptionHandler = exceptionHandler__	};creates,a,new,thread,factory,using,the,given,thread,pool,name,and,the,given,uncaught,exception,handler,param,pool,name,the,pool,name,used,as,the,threads,name,prefix,param,exception,handler,the,uncaught,exception,handler,for,the,threads;public,executor,thread,factory,string,pool,name,uncaught,exception,handler,exception,handler,check,not,null,pool,name,pool,name,security,manager,security,manager,system,get,security,manager,this,group,security,manager,null,security,manager,get,thread,group,thread,current,thread,get,thread,group,this,name,prefix,pool,name,thread,this,exception,handler,exception,handler
ExecutorThreadFactory -> public ExecutorThreadFactory(String poolName, UncaughtExceptionHandler exceptionHandler);1539169204;Creates a new thread factory using the given thread pool name and the given_uncaught exception handler.__@param poolName The pool name, used as the threads' name prefix_@param exceptionHandler The uncaught exception handler for the threads;public ExecutorThreadFactory(String poolName, UncaughtExceptionHandler exceptionHandler) {_		this(poolName, Thread.NORM_PRIORITY, exceptionHandler)__	};creates,a,new,thread,factory,using,the,given,thread,pool,name,and,the,given,uncaught,exception,handler,param,pool,name,the,pool,name,used,as,the,threads,name,prefix,param,exception,handler,the,uncaught,exception,handler,for,the,threads;public,executor,thread,factory,string,pool,name,uncaught,exception,handler,exception,handler,this,pool,name,thread,exception,handler
ExecutorThreadFactory -> public ExecutorThreadFactory();1486740510;Creates a new thread factory using the default thread pool name ('flink-executor-pool')_and the default uncaught exception handler (log exception and kill process).;public ExecutorThreadFactory() {_		this(DEFAULT_POOL_NAME)__	};creates,a,new,thread,factory,using,the,default,thread,pool,name,flink,executor,pool,and,the,default,uncaught,exception,handler,log,exception,and,kill,process;public,executor,thread,factory,this
ExecutorThreadFactory -> public ExecutorThreadFactory();1487154384;Creates a new thread factory using the default thread pool name ('flink-executor-pool')_and the default uncaught exception handler (log exception and kill process).;public ExecutorThreadFactory() {_		this(DEFAULT_POOL_NAME)__	};creates,a,new,thread,factory,using,the,default,thread,pool,name,flink,executor,pool,and,the,default,uncaught,exception,handler,log,exception,and,kill,process;public,executor,thread,factory,this
ExecutorThreadFactory -> public ExecutorThreadFactory();1539169204;Creates a new thread factory using the default thread pool name ('flink-executor-pool')_and the default uncaught exception handler (log exception and kill process).;public ExecutorThreadFactory() {_		this(DEFAULT_POOL_NAME)__	};creates,a,new,thread,factory,using,the,default,thread,pool,name,flink,executor,pool,and,the,default,uncaught,exception,handler,log,exception,and,kill,process;public,executor,thread,factory,this
ExecutorThreadFactory -> public ExecutorThreadFactory(String poolName);1486740510;Creates a new thread factory using the given thread pool name and the default_uncaught exception handler (log exception and kill process).__@param poolName The pool name, used as the threads' name prefix;public ExecutorThreadFactory(String poolName) {_		this(poolName, FatalExitExceptionHandler.INSTANCE)__	};creates,a,new,thread,factory,using,the,given,thread,pool,name,and,the,default,uncaught,exception,handler,log,exception,and,kill,process,param,pool,name,the,pool,name,used,as,the,threads,name,prefix;public,executor,thread,factory,string,pool,name,this,pool,name,fatal,exit,exception,handler,instance
ExecutorThreadFactory -> public ExecutorThreadFactory(String poolName);1487154384;Creates a new thread factory using the given thread pool name and the default_uncaught exception handler (log exception and kill process).__@param poolName The pool name, used as the threads' name prefix;public ExecutorThreadFactory(String poolName) {_		this(poolName, FatalExitExceptionHandler.INSTANCE)__	};creates,a,new,thread,factory,using,the,given,thread,pool,name,and,the,default,uncaught,exception,handler,log,exception,and,kill,process,param,pool,name,the,pool,name,used,as,the,threads,name,prefix;public,executor,thread,factory,string,pool,name,this,pool,name,fatal,exit,exception,handler,instance
ExecutorThreadFactory -> public ExecutorThreadFactory(String poolName);1539169204;Creates a new thread factory using the given thread pool name and the default_uncaught exception handler (log exception and kill process).__@param poolName The pool name, used as the threads' name prefix;public ExecutorThreadFactory(String poolName) {_		this(poolName, FatalExitExceptionHandler.INSTANCE)__	};creates,a,new,thread,factory,using,the,given,thread,pool,name,and,the,default,uncaught,exception,handler,log,exception,and,kill,process,param,pool,name,the,pool,name,used,as,the,threads,name,prefix;public,executor,thread,factory,string,pool,name,this,pool,name,fatal,exit,exception,handler,instance
