commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public PersistentTaskResponse newResponse() {     return new PersistentTaskResponse(). }
false;public;1;3;;public void setTaskId(String taskId) {     this.taskId = taskId. }
false;public;1;3;;public void setAllocationId(long allocationId) {     this.allocationId = allocationId. }
false;public;1;3;;public void setState(PersistentTaskState state) {     this.state = state. }
false;public;1;7;;@Override public void readFrom(StreamInput in) throws IOException {     super.readFrom(in).     taskId = in.readString().     allocationId = in.readLong().     state = in.readOptionalNamedWriteable(PersistentTaskState.class). }
false;public;1;7;;@Override public void writeTo(StreamOutput out) throws IOException {     super.writeTo(out).     out.writeString(taskId).     out.writeLong(allocationId).     out.writeOptionalNamedWriteable(state). }
false;public;0;13;;@Override public ActionRequestValidationException validate() {     ActionRequestValidationException validationException = null.     if (this.taskId == null) {         validationException = addValidationError("task id must be specified", validationException).     }     if (this.allocationId == -1L) {         validationException = addValidationError("allocationId must be specified", validationException).     }     // to the task here. We will check it when we try to update the task     return validationException. }
false;public;1;7;;@Override public boolean equals(Object o) {     if (this == o)         return true.     if (o == null || getClass() != o.getClass())         return false.     Request request = (Request) o.     return Objects.equals(taskId, request.taskId) && allocationId == request.allocationId && Objects.equals(state, request.state). }
false;public;0;4;;@Override public int hashCode() {     return Objects.hash(taskId, allocationId, state). }
false;public,final;1;4;;public final RequestBuilder setTaskId(String taskId) {     request.setTaskId(taskId).     return this. }
false;public,final;1;4;;public final RequestBuilder setState(PersistentTaskState state) {     request.setState(state).     return this. }
false;protected;0;4;;@Override protected String executor() {     return ThreadPool.Names.MANAGEMENT. }
false;protected;0;4;;@Override protected PersistentTaskResponse newResponse() {     return new PersistentTaskResponse(). }
false;protected;2;5;;@Override protected ClusterBlockException checkBlock(Request request, ClusterState state) {     // Cluster is not affected but we look up repositories in metadata     return state.blocks().globalBlockedException(ClusterBlockLevel.METADATA_WRITE). }
false;public;1;4;;@Override public void onResponse(PersistentTask<?> task) {     listener.onResponse(new PersistentTaskResponse(task)). }
false;public;1;4;;@Override public void onFailure(Exception e) {     listener.onFailure(e). }
false;protected,final;3;17;;@Override protected final void masterOperation(final Request request, final ClusterState state, final ActionListener<PersistentTaskResponse> listener) {     persistentTasksClusterService.updatePersistentTaskState(request.taskId, request.allocationId, request.state, new ActionListener<PersistentTask<?>>() {          @Override         public void onResponse(PersistentTask<?> task) {             listener.onResponse(new PersistentTaskResponse(task)).         }          @Override         public void onFailure(Exception e) {             listener.onFailure(e).         }     }). }
