commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public Context getContext() {     return context. }
false;public;1;3;;public void setContext(Context context) {     this.context = context. }
false;public;0;3;;public List<Integer> getOffset() {     return offset. }
false;public;1;3;;public void setOffset(List<Integer> offset) {     this.offset = offset. }
false;public;0;3;;public UserOrderBy getOrderBy() {     return orderBy. }
false;public;1;3;;public void setOrderBy(UserOrderBy orderBy) {     this.orderBy = orderBy. }
false;public;0;3;;public List<String> getRoles() {     return roles. }
false;public;1;3;;public void setRoles(List<String> roles) {     this.roles = roles. }
false;public;0;3;;public List<String> getSlug() {     return slug. }
false;public;1;3;;public void setSlug(List<String> slug) {     this.slug = slug. }
