commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public boolean isImmutableType() {     return false. }
false;public;0;4;;@Override public short[] createInstance() {     return EMPTY. }
false;public;1;6;;@Override public short[] copy(short[] from) {     short[] copy = new short[from.length].     System.arraycopy(from, 0, copy, 0, from.length).     return copy. }
false;public;2;4;;@Override public short[] copy(short[] from, short[] reuse) {     return copy(from). }
false;public;0;4;;@Override public int getLength() {     return -1. }
false;public;2;12;;@Override public void serialize(short[] record, DataOutputView target) throws IOException {     if (record == null) {         throw new IllegalArgumentException("The record must not be null.").     }     final int len = record.length.     target.writeInt(len).     for (int i = 0. i < len. i++) {         target.writeShort(record[i]).     } }
false;public;1;11;;@Override public short[] deserialize(DataInputView source) throws IOException {     final int len = source.readInt().     short[] array = new short[len].     for (int i = 0. i < len. i++) {         array[i] = source.readShort().     }     return array. }
false;public;2;4;;@Override public short[] deserialize(short[] reuse, DataInputView source) throws IOException {     return deserialize(source). }
false;public;2;6;;@Override public void copy(DataInputView source, DataOutputView target) throws IOException {     final int len = source.readInt().     target.writeInt(len).     target.write(source, len * 2). }
false;public;0;4;;@Override public TypeSerializerSnapshot<short[]> snapshotConfiguration() {     return new ShortPrimitiveArraySerializerSnapshot(). }
