commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public boolean isImmutableType() {     return false. }
false;public;0;4;;@Override public LongValue createInstance() {     return new LongValue(). }
false;public;1;4;;@Override public LongValue copy(LongValue from) {     return copy(from, new LongValue()). }
false;public;2;5;;@Override public LongValue copy(LongValue from, LongValue reuse) {     reuse.setValue(from.getValue()).     return reuse. }
false;public;0;4;;@Override public int getLength() {     return 8. }
false;public;2;4;;@Override public void serialize(LongValue record, DataOutputView target) throws IOException {     record.write(target). }
false;public;1;4;;@Override public LongValue deserialize(DataInputView source) throws IOException {     return deserialize(new LongValue(), source). }
false;public;2;5;;@Override public LongValue deserialize(LongValue reuse, DataInputView source) throws IOException {     reuse.read(source).     return reuse. }
false;public;2;4;;@Override public void copy(DataInputView source, DataOutputView target) throws IOException {     target.writeLong(source.readLong()). }
false;public;0;4;;@Override public TypeSerializerSnapshot<LongValue> snapshotConfiguration() {     return new LongValueSerializerSnapshot(). }
