# id;timestamp;commentText;codeText;commentWords;codeWords
QueryableStateOptions -> private QueryableStateOptions();1478513533;Not intended to be instantiated;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1507728812;Not intended to be instantiated;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1508308828;Not intended to be instantiated.;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1508308828;Not intended to be instantiated.;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1510060074;Not intended to be instantiated.;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1516400923;Not intended to be instantiated.;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1547115122;Not intended to be instantiated.;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
QueryableStateOptions -> private QueryableStateOptions();1547647497;Not intended to be instantiated.;private QueryableStateOptions() {_	};not,intended,to,be,instantiated;private,queryable,state,options
