# id;timestamp;commentText;codeText;commentWords;codeWords
PongMessage -> public PongMessage();1383097069;Create a new pong message with an empty payload.;public PongMessage() {_		super(ByteBuffer.allocate(0))__	};create,a,new,pong,message,with,an,empty,payload;public,pong,message,super,byte,buffer,allocate,0
PongMessage -> public PongMessage();1385507478;Create a new pong message with an empty payload.;public PongMessage() {_		super(ByteBuffer.allocate(0))__	};create,a,new,pong,message,with,an,empty,payload;public,pong,message,super,byte,buffer,allocate,0
PongMessage -> public PongMessage();1395364758;Create a new pong message with an empty payload.;public PongMessage() {_		super(ByteBuffer.allocate(0))__	};create,a,new,pong,message,with,an,empty,payload;public,pong,message,super,byte,buffer,allocate,0
PongMessage -> public PongMessage();1412681738;Create a new pong message with an empty payload.;public PongMessage() {_		super(ByteBuffer.allocate(0))__	};create,a,new,pong,message,with,an,empty,payload;public,pong,message,super,byte,buffer,allocate,0
PongMessage -> public PongMessage();1496837955;Create a new pong message with an empty payload.;public PongMessage() {_		super(ByteBuffer.allocate(0))__	};create,a,new,pong,message,with,an,empty,payload;public,pong,message,super,byte,buffer,allocate,0
PongMessage -> public PongMessage(ByteBuffer payload);1383097069;Create a new pong message with the given ByteBuffer payload.__@param payload the non-null payload;public PongMessage(ByteBuffer payload) {_		super(payload)__	};create,a,new,pong,message,with,the,given,byte,buffer,payload,param,payload,the,non,null,payload;public,pong,message,byte,buffer,payload,super,payload
PongMessage -> public PongMessage(ByteBuffer payload);1385507478;Create a new pong message with the given ByteBuffer payload._@param payload the non-null payload;public PongMessage(ByteBuffer payload) {_		super(payload)__	};create,a,new,pong,message,with,the,given,byte,buffer,payload,param,payload,the,non,null,payload;public,pong,message,byte,buffer,payload,super,payload
PongMessage -> public PongMessage(ByteBuffer payload);1395364758;Create a new pong message with the given ByteBuffer payload._@param payload the non-null payload;public PongMessage(ByteBuffer payload) {_		super(payload)__	};create,a,new,pong,message,with,the,given,byte,buffer,payload,param,payload,the,non,null,payload;public,pong,message,byte,buffer,payload,super,payload
PongMessage -> public PongMessage(ByteBuffer payload);1412681738;Create a new pong message with the given ByteBuffer payload._@param payload the non-null payload;public PongMessage(ByteBuffer payload) {_		super(payload)__	};create,a,new,pong,message,with,the,given,byte,buffer,payload,param,payload,the,non,null,payload;public,pong,message,byte,buffer,payload,super,payload
PongMessage -> public PongMessage(ByteBuffer payload);1496837955;Create a new pong message with the given ByteBuffer payload._@param payload the non-null payload;public PongMessage(ByteBuffer payload) {_		super(payload)__	};create,a,new,pong,message,with,the,given,byte,buffer,payload,param,payload,the,non,null,payload;public,pong,message,byte,buffer,payload,super,payload
