# id;timestamp;commentText;codeText;commentWords;codeWords
ScopeFormats -> public static ScopeFormats fromConfig(Configuration config);1469183596;Creates the scope formats as defined in the given configuration__@param config The configuration that defines the formats_@return The ScopeFormats parsed from the configuration;public static ScopeFormats fromConfig(Configuration config) {_		String jmFormat = config.getString(_				ConfigConstants.METRICS_SCOPE_NAMING_JM, ScopeFormat.DEFAULT_SCOPE_JOBMANAGER_GROUP)__		String jmJobFormat = config.getString(_				ConfigConstants.METRICS_SCOPE_NAMING_JM_JOB, ScopeFormat.DEFAULT_SCOPE_JOBMANAGER_JOB_GROUP)__		String tmFormat = config.getString(_				ConfigConstants.METRICS_SCOPE_NAMING_TM, ScopeFormat.DEFAULT_SCOPE_TASKMANAGER_GROUP)__		String tmJobFormat = config.getString(_				ConfigConstants.METRICS_SCOPE_NAMING_TM_JOB, ScopeFormat.DEFAULT_SCOPE_TASKMANAGER_JOB_GROUP)__		String taskFormat = config.getString(_				ConfigConstants.METRICS_SCOPE_NAMING_TASK, ScopeFormat.DEFAULT_SCOPE_TASK_GROUP)__		String operatorFormat = config.getString(_				ConfigConstants.METRICS_SCOPE_NAMING_OPERATOR, ScopeFormat.DEFAULT_SCOPE_OPERATOR_GROUP)___		return new ScopeFormats(jmFormat, jmJobFormat, tmFormat, tmJobFormat, taskFormat, operatorFormat)__	};creates,the,scope,formats,as,defined,in,the,given,configuration,param,config,the,configuration,that,defines,the,formats,return,the,scope,formats,parsed,from,the,configuration;public,static,scope,formats,from,config,configuration,config,string,jm,format,config,get,string,config,constants,scope,format,string,jm,job,format,config,get,string,config,constants,scope,format,string,tm,format,config,get,string,config,constants,scope,format,string,tm,job,format,config,get,string,config,constants,scope,format,string,task,format,config,get,string,config,constants,scope,format,string,operator,format,config,get,string,config,constants,scope,format,return,new,scope,formats,jm,format,jm,job,format,tm,format,tm,job,format,task,format,operator,format
ScopeFormats -> public ScopeFormats( 			String jobManagerFormat, 			String jobManagerJobFormat, 			String taskManagerFormat, 			String taskManagerJobFormat, 			String taskFormat, 			String operatorFormat);1509372699;Creates all scope formats, based on the given scope format strings.;public ScopeFormats(_			String jobManagerFormat,_			String jobManagerJobFormat,_			String taskManagerFormat,_			String taskManagerJobFormat,_			String taskFormat,_			String operatorFormat) {_		this.jobManagerFormat = new JobManagerScopeFormat(jobManagerFormat)__		this.jobManagerJobFormat = new JobManagerJobScopeFormat(jobManagerJobFormat, this.jobManagerFormat)__		this.taskManagerFormat = new TaskManagerScopeFormat(taskManagerFormat)__		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(taskManagerJobFormat, this.taskManagerFormat)__		this.taskFormat = new TaskScopeFormat(taskFormat, this.taskManagerJobFormat)__		this.operatorFormat = new OperatorScopeFormat(operatorFormat, this.taskFormat)__	};creates,all,scope,formats,based,on,the,given,scope,format,strings;public,scope,formats,string,job,manager,format,string,job,manager,job,format,string,task,manager,format,string,task,manager,job,format,string,task,format,string,operator,format,this,job,manager,format,new,job,manager,scope,format,job,manager,format,this,job,manager,job,format,new,job,manager,job,scope,format,job,manager,job,format,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,task,manager,format,this,task,manager,job,format,new,task,manager,job,scope,format,task,manager,job,format,this,task,manager,format,this,task,format,new,task,scope,format,task,format,this,task,manager,job,format,this,operator,format,new,operator,scope,format,operator,format,this,task,format
ScopeFormats -> public ScopeFormats( 			JobManagerScopeFormat jobManagerFormat, 			JobManagerJobScopeFormat jobManagerJobFormat, 			TaskManagerScopeFormat taskManagerFormat, 			TaskManagerJobScopeFormat taskManagerJobFormat, 			TaskScopeFormat taskFormat, 			OperatorScopeFormat operatorFormat);1469183596;Creates a {@code ScopeFormats} with the given scope formats.;public ScopeFormats(_			JobManagerScopeFormat jobManagerFormat,_			JobManagerJobScopeFormat jobManagerJobFormat,_			TaskManagerScopeFormat taskManagerFormat,_			TaskManagerJobScopeFormat taskManagerJobFormat,_			TaskScopeFormat taskFormat,_			OperatorScopeFormat operatorFormat)_	{_		this.jobManagerFormat = checkNotNull(jobManagerFormat)__		this.jobManagerJobFormat = checkNotNull(jobManagerJobFormat)__		this.taskManagerFormat = checkNotNull(taskManagerFormat)__		this.taskManagerJobFormat = checkNotNull(taskManagerJobFormat)__		this.taskFormat = checkNotNull(taskFormat)__		this.operatorFormat = checkNotNull(operatorFormat)__	};creates,a,code,scope,formats,with,the,given,scope,formats;public,scope,formats,job,manager,scope,format,job,manager,format,job,manager,job,scope,format,job,manager,job,format,task,manager,scope,format,task,manager,format,task,manager,job,scope,format,task,manager,job,format,task,scope,format,task,format,operator,scope,format,operator,format,this,job,manager,format,check,not,null,job,manager,format,this,job,manager,job,format,check,not,null,job,manager,job,format,this,task,manager,format,check,not,null,task,manager,format,this,task,manager,job,format,check,not,null,task,manager,job,format,this,task,format,check,not,null,task,format,this,operator,format,check,not,null,operator,format
ScopeFormats -> public ScopeFormats( 			JobManagerScopeFormat jobManagerFormat, 			JobManagerJobScopeFormat jobManagerJobFormat, 			TaskManagerScopeFormat taskManagerFormat, 			TaskManagerJobScopeFormat taskManagerJobFormat, 			TaskScopeFormat taskFormat, 			OperatorScopeFormat operatorFormat);1491479253;Creates a {@code ScopeFormats} with the given scope formats.;public ScopeFormats(_			JobManagerScopeFormat jobManagerFormat,_			JobManagerJobScopeFormat jobManagerJobFormat,_			TaskManagerScopeFormat taskManagerFormat,_			TaskManagerJobScopeFormat taskManagerJobFormat,_			TaskScopeFormat taskFormat,_			OperatorScopeFormat operatorFormat)_	{_		this.jobManagerFormat = checkNotNull(jobManagerFormat)__		this.jobManagerJobFormat = checkNotNull(jobManagerJobFormat)__		this.taskManagerFormat = checkNotNull(taskManagerFormat)__		this.taskManagerJobFormat = checkNotNull(taskManagerJobFormat)__		this.taskFormat = checkNotNull(taskFormat)__		this.operatorFormat = checkNotNull(operatorFormat)__	};creates,a,code,scope,formats,with,the,given,scope,formats;public,scope,formats,job,manager,scope,format,job,manager,format,job,manager,job,scope,format,job,manager,job,format,task,manager,scope,format,task,manager,format,task,manager,job,scope,format,task,manager,job,format,task,scope,format,task,format,operator,scope,format,operator,format,this,job,manager,format,check,not,null,job,manager,format,this,job,manager,job,format,check,not,null,job,manager,job,format,this,task,manager,format,check,not,null,task,manager,format,this,task,manager,job,format,check,not,null,task,manager,job,format,this,task,format,check,not,null,task,format,this,operator,format,check,not,null,operator,format
ScopeFormats -> public ScopeFormats( 			JobManagerScopeFormat jobManagerFormat, 			JobManagerJobScopeFormat jobManagerJobFormat, 			TaskManagerScopeFormat taskManagerFormat, 			TaskManagerJobScopeFormat taskManagerJobFormat, 			TaskScopeFormat taskFormat, 			OperatorScopeFormat operatorFormat);1496241592;Creates a {@code ScopeFormats} with the given scope formats.;public ScopeFormats(_			JobManagerScopeFormat jobManagerFormat,_			JobManagerJobScopeFormat jobManagerJobFormat,_			TaskManagerScopeFormat taskManagerFormat,_			TaskManagerJobScopeFormat taskManagerJobFormat,_			TaskScopeFormat taskFormat,_			OperatorScopeFormat operatorFormat) {_		this.jobManagerFormat = checkNotNull(jobManagerFormat)__		this.jobManagerJobFormat = checkNotNull(jobManagerJobFormat)__		this.taskManagerFormat = checkNotNull(taskManagerFormat)__		this.taskManagerJobFormat = checkNotNull(taskManagerJobFormat)__		this.taskFormat = checkNotNull(taskFormat)__		this.operatorFormat = checkNotNull(operatorFormat)__	};creates,a,code,scope,formats,with,the,given,scope,formats;public,scope,formats,job,manager,scope,format,job,manager,format,job,manager,job,scope,format,job,manager,job,format,task,manager,scope,format,task,manager,format,task,manager,job,scope,format,task,manager,job,format,task,scope,format,task,format,operator,scope,format,operator,format,this,job,manager,format,check,not,null,job,manager,format,this,job,manager,job,format,check,not,null,job,manager,job,format,this,task,manager,format,check,not,null,task,manager,format,this,task,manager,job,format,check,not,null,task,manager,job,format,this,task,format,check,not,null,task,format,this,operator,format,check,not,null,operator,format
ScopeFormats -> public ScopeFormats();1469183596;Creates all default scope formats.;public ScopeFormats() {_		this.jobManagerFormat = new JobManagerScopeFormat(ScopeFormat.DEFAULT_SCOPE_JOBMANAGER_COMPONENT)___		this.jobManagerJobFormat = new JobManagerJobScopeFormat(_				ScopeFormat.DEFAULT_SCOPE_JOBMANAGER_JOB_GROUP, this.jobManagerFormat)___		this.taskManagerFormat = new TaskManagerScopeFormat(ScopeFormat.DEFAULT_SCOPE_TASKMANAGER_COMPONENT)___		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(_				ScopeFormat.DEFAULT_SCOPE_TASKMANAGER_JOB_GROUP, this.taskManagerFormat)___		this.taskFormat = new TaskScopeFormat(_				ScopeFormat.DEFAULT_SCOPE_TASK_GROUP, this.taskManagerJobFormat)___		this.operatorFormat = new OperatorScopeFormat(_				ScopeFormat.DEFAULT_SCOPE_OPERATOR_GROUP, this.taskFormat)__	};creates,all,default,scope,formats;public,scope,formats,this,job,manager,format,new,job,manager,scope,format,scope,format,this,job,manager,job,format,new,job,manager,job,scope,format,scope,format,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,scope,format,this,task,manager,job,format,new,task,manager,job,scope,format,scope,format,this,task,manager,format,this,task,format,new,task,scope,format,scope,format,this,task,manager,job,format,this,operator,format,new,operator,scope,format,scope,format,this,task,format
ScopeFormats -> public ScopeFormats();1491479253;Creates all default scope formats.;public ScopeFormats() {_		this.jobManagerFormat = new JobManagerScopeFormat(MetricOptions.SCOPE_NAMING_JM.defaultValue())___		this.jobManagerJobFormat = new JobManagerJobScopeFormat(_			MetricOptions.SCOPE_NAMING_JM_JOB.defaultValue(), this.jobManagerFormat)___		this.taskManagerFormat = new TaskManagerScopeFormat(MetricOptions.SCOPE_NAMING_TM.defaultValue())___		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(_			MetricOptions.SCOPE_NAMING_TM_JOB.defaultValue(), this.taskManagerFormat)___		this.taskFormat = new TaskScopeFormat(_				MetricOptions.SCOPE_NAMING_TASK.defaultValue(), this.taskManagerJobFormat)___		this.operatorFormat = new OperatorScopeFormat(_			MetricOptions.SCOPE_NAMING_OPERATOR.defaultValue(), this.taskFormat)__	};creates,all,default,scope,formats;public,scope,formats,this,job,manager,format,new,job,manager,scope,format,metric,options,default,value,this,job,manager,job,format,new,job,manager,job,scope,format,metric,options,default,value,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,metric,options,default,value,this,task,manager,job,format,new,task,manager,job,scope,format,metric,options,default,value,this,task,manager,format,this,task,format,new,task,scope,format,metric,options,default,value,this,task,manager,job,format,this,operator,format,new,operator,scope,format,metric,options,default,value,this,task,format
ScopeFormats -> public ScopeFormats();1496241592;Creates all default scope formats.;public ScopeFormats() {_		this.jobManagerFormat = new JobManagerScopeFormat(MetricOptions.SCOPE_NAMING_JM.defaultValue())___		this.jobManagerJobFormat = new JobManagerJobScopeFormat(_			MetricOptions.SCOPE_NAMING_JM_JOB.defaultValue(), this.jobManagerFormat)___		this.taskManagerFormat = new TaskManagerScopeFormat(MetricOptions.SCOPE_NAMING_TM.defaultValue())___		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(_			MetricOptions.SCOPE_NAMING_TM_JOB.defaultValue(), this.taskManagerFormat)___		this.taskFormat = new TaskScopeFormat(_				MetricOptions.SCOPE_NAMING_TASK.defaultValue(), this.taskManagerJobFormat)___		this.operatorFormat = new OperatorScopeFormat(_			MetricOptions.SCOPE_NAMING_OPERATOR.defaultValue(), this.taskFormat)__	};creates,all,default,scope,formats;public,scope,formats,this,job,manager,format,new,job,manager,scope,format,metric,options,default,value,this,job,manager,job,format,new,job,manager,job,scope,format,metric,options,default,value,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,metric,options,default,value,this,task,manager,job,format,new,task,manager,job,scope,format,metric,options,default,value,this,task,manager,format,this,task,format,new,task,scope,format,metric,options,default,value,this,task,manager,job,format,this,operator,format,new,operator,scope,format,metric,options,default,value,this,task,format
ScopeFormats -> public ScopeFormats();1509372582;Creates all default scope formats.;public ScopeFormats() {_		this.jobManagerFormat = new JobManagerScopeFormat(MetricOptions.SCOPE_NAMING_JM.defaultValue())___		this.jobManagerJobFormat = new JobManagerJobScopeFormat(_			MetricOptions.SCOPE_NAMING_JM_JOB.defaultValue(), this.jobManagerFormat)___		this.taskManagerFormat = new TaskManagerScopeFormat(MetricOptions.SCOPE_NAMING_TM.defaultValue())___		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(_			MetricOptions.SCOPE_NAMING_TM_JOB.defaultValue(), this.taskManagerFormat)___		this.taskFormat = new TaskScopeFormat(_				MetricOptions.SCOPE_NAMING_TASK.defaultValue(), this.taskManagerJobFormat)___		this.operatorFormat = new OperatorScopeFormat(_			MetricOptions.SCOPE_NAMING_OPERATOR.defaultValue(), this.taskFormat)__	};creates,all,default,scope,formats;public,scope,formats,this,job,manager,format,new,job,manager,scope,format,metric,options,default,value,this,job,manager,job,format,new,job,manager,job,scope,format,metric,options,default,value,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,metric,options,default,value,this,task,manager,job,format,new,task,manager,job,scope,format,metric,options,default,value,this,task,manager,format,this,task,format,new,task,scope,format,metric,options,default,value,this,task,manager,job,format,this,operator,format,new,operator,scope,format,metric,options,default,value,this,task,format
ScopeFormats -> private ScopeFormats( 			String jobManagerFormat, 			String jobManagerJobFormat, 			String taskManagerFormat, 			String taskManagerJobFormat, 			String taskFormat, 			String operatorFormat);1509372720;Creates all scope formats, based on the given scope format strings.;private ScopeFormats(_			String jobManagerFormat,_			String jobManagerJobFormat,_			String taskManagerFormat,_			String taskManagerJobFormat,_			String taskFormat,_			String operatorFormat) {_		this.jobManagerFormat = new JobManagerScopeFormat(jobManagerFormat)__		this.jobManagerJobFormat = new JobManagerJobScopeFormat(jobManagerJobFormat, this.jobManagerFormat)__		this.taskManagerFormat = new TaskManagerScopeFormat(taskManagerFormat)__		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(taskManagerJobFormat, this.taskManagerFormat)__		this.taskFormat = new TaskScopeFormat(taskFormat, this.taskManagerJobFormat)__		this.operatorFormat = new OperatorScopeFormat(operatorFormat, this.taskFormat)__	};creates,all,scope,formats,based,on,the,given,scope,format,strings;private,scope,formats,string,job,manager,format,string,job,manager,job,format,string,task,manager,format,string,task,manager,job,format,string,task,format,string,operator,format,this,job,manager,format,new,job,manager,scope,format,job,manager,format,this,job,manager,job,format,new,job,manager,job,scope,format,job,manager,job,format,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,task,manager,format,this,task,manager,job,format,new,task,manager,job,scope,format,task,manager,job,format,this,task,manager,format,this,task,format,new,task,scope,format,task,format,this,task,manager,job,format,this,operator,format,new,operator,scope,format,operator,format,this,task,format
ScopeFormats -> private ScopeFormats( 			String jobManagerFormat, 			String jobManagerJobFormat, 			String taskManagerFormat, 			String taskManagerJobFormat, 			String taskFormat, 			String operatorFormat);1509375122;Creates all scope formats, based on the given scope format strings.;private ScopeFormats(_			String jobManagerFormat,_			String jobManagerJobFormat,_			String taskManagerFormat,_			String taskManagerJobFormat,_			String taskFormat,_			String operatorFormat) {_		this.jobManagerFormat = new JobManagerScopeFormat(jobManagerFormat)__		this.jobManagerJobFormat = new JobManagerJobScopeFormat(jobManagerJobFormat, this.jobManagerFormat)__		this.taskManagerFormat = new TaskManagerScopeFormat(taskManagerFormat)__		this.taskManagerJobFormat = new TaskManagerJobScopeFormat(taskManagerJobFormat, this.taskManagerFormat)__		this.taskFormat = new TaskScopeFormat(taskFormat, this.taskManagerJobFormat)__		this.operatorFormat = new OperatorScopeFormat(operatorFormat, this.taskFormat)__	};creates,all,scope,formats,based,on,the,given,scope,format,strings;private,scope,formats,string,job,manager,format,string,job,manager,job,format,string,task,manager,format,string,task,manager,job,format,string,task,format,string,operator,format,this,job,manager,format,new,job,manager,scope,format,job,manager,format,this,job,manager,job,format,new,job,manager,job,scope,format,job,manager,job,format,this,job,manager,format,this,task,manager,format,new,task,manager,scope,format,task,manager,format,this,task,manager,job,format,new,task,manager,job,scope,format,task,manager,job,format,this,task,manager,format,this,task,format,new,task,scope,format,task,format,this,task,manager,job,format,this,operator,format,new,operator,scope,format,operator,format,this,task,format
