commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getStrategyName() {     return strategyName. }
false;public,static;1;3;;public static SpatialStrategy readFromStream(StreamInput in) throws IOException {     return in.readEnum(SpatialStrategy.class). }
false;public;1;4;;@Override public void writeTo(StreamOutput out) throws IOException {     out.writeEnum(this). }
false;public,static;1;8;;public static SpatialStrategy fromString(String strategyName) {     for (SpatialStrategy strategy : values()) {         if (strategy.strategyName.equals(strategyName)) {             return strategy.         }     }     return null. }
