commented;modifiers;parameterAmount;loc;comment;code
true;public,static;0;3;/**  * Returns a new {@link BatchResequencerConfig} instance using default  * values for <code>batchSize</code> (100) and <code>batchTimeout</code>  * (1000L).  *  * @return a default {@link BatchResequencerConfig}.  */ ;/**  * Returns a new {@link BatchResequencerConfig} instance using default  * values for <code>batchSize</code> (100) and <code>batchTimeout</code>  * (1000L).  *  * @return a default {@link BatchResequencerConfig}.  */ public static BatchResequencerConfig getDefault() {     return new BatchResequencerConfig(). }
false;public;0;3;;public int getBatchSize() {     return batchSize. }
true;public;1;3;/**  * Sets the size of the batch to be re-ordered. The default size is 100.  */ ;/**  * Sets the size of the batch to be re-ordered. The default size is 100.  */ public void setBatchSize(int batchSize) {     this.batchSize = batchSize. }
false;public;0;3;;public long getBatchTimeout() {     return batchTimeout. }
true;public;1;3;/**  * Sets the timeout for collecting elements to be re-ordered. The default timeout is 1000 msec.  */ ;/**  * Sets the timeout for collecting elements to be re-ordered. The default timeout is 1000 msec.  */ public void setBatchTimeout(long batchTimeout) {     this.batchTimeout = batchTimeout. }
false;public;0;3;;public Boolean getAllowDuplicates() {     return allowDuplicates. }
true;public;1;3;/**  * Whether to allow duplicates.  */ ;/**  * Whether to allow duplicates.  */ public void setAllowDuplicates(Boolean allowDuplicates) {     this.allowDuplicates = allowDuplicates. }
false;public;0;3;;public Boolean getReverse() {     return reverse. }
true;public;1;3;/**  * Whether to reverse the ordering.  */ ;/**  * Whether to reverse the ordering.  */ public void setReverse(Boolean reverse) {     this.reverse = reverse. }
false;public;0;3;;public Boolean getIgnoreInvalidExchanges() {     return ignoreInvalidExchanges. }
true;public;1;3;/**  * Whether to ignore invalid exchanges  */ ;/**  * Whether to ignore invalid exchanges  */ public void setIgnoreInvalidExchanges(Boolean ignoreInvalidExchanges) {     this.ignoreInvalidExchanges = ignoreInvalidExchanges. }
