commented;modifiers;parameterAmount;loc;comment;code
false;public;1;11;;public DocFlavor forMimeTypeAUTOSENSE(String flavor) {     if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {         d = DocFlavor.BYTE_ARRAY.AUTOSENSE.     } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {         d = DocFlavor.INPUT_STREAM.AUTOSENSE.     } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {         d = DocFlavor.URL.AUTOSENSE.     }     return d. }
false;public;1;11;;public DocFlavor forMimeTypeGIF(String flavor) {     if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {         d = DocFlavor.BYTE_ARRAY.GIF.     } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {         d = DocFlavor.INPUT_STREAM.GIF.     } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {         d = DocFlavor.URL.GIF.     }     return d. }
false;public;1;11;;public DocFlavor forMimeTypeJPEG(String flavor) {     if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {         d = DocFlavor.BYTE_ARRAY.JPEG.     } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {         d = DocFlavor.INPUT_STREAM.JPEG.     } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {         d = DocFlavor.URL.JPEG.     }     return d. }
false;public;1;11;;public DocFlavor forMimeTypePDF(String flavor) {     if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {         d = DocFlavor.BYTE_ARRAY.PDF.     } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {         d = DocFlavor.INPUT_STREAM.PDF.     } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {         d = DocFlavor.URL.PDF.     }     return d. }
false;public;1;11;;public DocFlavor forMimeTypePCL(String flavor) {     if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {         d = DocFlavor.BYTE_ARRAY.PCL.     } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {         d = DocFlavor.INPUT_STREAM.PCL.     } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {         d = DocFlavor.URL.PCL.     }     return d. }
false;public;1;11;;public DocFlavor forMimeTypePOSTSCRIPT(String flavor) {     if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {         d = DocFlavor.BYTE_ARRAY.POSTSCRIPT.     } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {         d = DocFlavor.INPUT_STREAM.POSTSCRIPT.     } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {         d = DocFlavor.URL.POSTSCRIPT.     }     return d. }
false;public;2;21;;public DocFlavor forMimeTypeHOST(String flavor, String mimeType) {     if (mimeType.equalsIgnoreCase("TEXT_HTML_HOST")) {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_HTML_HOST.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_HTML_HOST.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_HTML_HOST.         }     } else {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_PLAIN_HOST.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_PLAIN_HOST.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_PLAIN_HOST.         }     }     return d. }
false;public;2;21;;public DocFlavor forMimeTypeUSASCII(String flavor, String mimeType) {     if (mimeType.equalsIgnoreCase("TEXT_HTML_US_ASCII")) {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_HTML_US_ASCII.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_HTML_US_ASCII.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_HTML_US_ASCII.         }     } else {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_PLAIN_US_ASCII.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_PLAIN_US_ASCII.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_PLAIN_US_ASCII.         }     }     return d. }
false;public;2;21;;public DocFlavor forMimeTypeUTF16(String flavor, String mimeType) {     if (mimeType.equalsIgnoreCase("TEXT_HTML_UTF_16")) {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_HTML_UTF_16.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_HTML_UTF_16.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_HTML_UTF_16.         }     } else {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_PLAIN_UTF_16.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_PLAIN_UTF_16.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_PLAIN_UTF_16.         }     }     return d. }
false;public;2;21;;public DocFlavor forMimeTypeUTF16LE(String flavor, String mimeType) {     if (mimeType.equalsIgnoreCase("TEXT_HTML_UTF_16LE")) {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_HTML_UTF_16LE.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_HTML_UTF_16LE.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_HTML_UTF_16LE.         }     } else {         if (flavor.equalsIgnoreCase("DocFlavor.BYTE_ARRAY")) {             d = DocFlavor.BYTE_ARRAY.TEXT_PLAIN_UTF_16LE.         } else if (flavor.equalsIgnoreCase("DocFlavor.INPUT_STREAM")) {             d = DocFlavor.INPUT_STREAM.TEXT_PLAIN_UTF_16LE.         } else if (flavor.equalsIgnoreCase("DocFlavor.URL")) {             d = DocFlavor.URL.TEXT_PLAIN_UTF_16LE.         }     }     return d. }
