commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public ServerHttpRequest getDelegate() {     return this.delegate. }
false;public;0;4;;// ServerHttpRequest delegation methods... @Override public String getId() {     return getDelegate().getId(). }
false;public;0;5;;@Override @Nullable public HttpMethod getMethod() {     return getDelegate().getMethod(). }
false;public;0;4;;@Override public String getMethodValue() {     return getDelegate().getMethodValue(). }
false;public;0;4;;@Override public URI getURI() {     return getDelegate().getURI(). }
false;public;0;4;;@Override public RequestPath getPath() {     return getDelegate().getPath(). }
false;public;0;4;;@Override public MultiValueMap<String, String> getQueryParams() {     return getDelegate().getQueryParams(). }
false;public;0;4;;@Override public HttpHeaders getHeaders() {     return getDelegate().getHeaders(). }
false;public;0;4;;@Override public MultiValueMap<String, HttpCookie> getCookies() {     return getDelegate().getCookies(). }
false;public;0;4;;@Override public InetSocketAddress getRemoteAddress() {     return getDelegate().getRemoteAddress(). }
false;public;0;5;;@Nullable @Override public SslInfo getSslInfo() {     return getDelegate().getSslInfo(). }
false;public;0;4;;@Override public Flux<DataBuffer> getBody() {     return getDelegate().getBody(). }
false;public;0;4;;@Override public String toString() {     return getClass().getSimpleName() + " [delegate=" + getDelegate() + "]". }
