commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;public Method setPublic() {     isPublic = true.     return this. }
false;public;0;3;;public String getName() {     return name. }
false;public;1;4;;public Method setName(String name) {     this.name = name.     return this. }
false;public;0;3;;public GenericType getReturnType() {     return returnType. }
false;public;1;3;;public Method setReturnType(Type returnType) {     return setReturnType(new GenericType(returnType)). }
false;public;1;4;;public Method setReturnType(GenericType returnType) {     this.returnType = returnType.     return this. }
false;public;2;3;;public Method addParameter(Class<?> type, String name) {     return addParameter(new GenericType(type), name). }
false;public;2;4;;public Method addParameter(GenericType type, String name) {     this.parameters.add(new Param(type, name)).     return this. }
false;public;0;3;;public String getBody() {     return body. }
false;public;1;4;;public Method setBody(String body) {     this.body = body.     return this. }
false;public;1;3;;public Method addThrows(Class<?> type) {     return addThrows(new GenericType(type)). }
false;public;1;4;;public Method addThrows(GenericType type) {     this.exceptions.add(type).     return this. }
false;public;1;5;;public Annotation addAnnotation(Class<? extends java.lang.annotation.Annotation> clazz) {     Annotation ann = new Annotation(clazz).     this.annotations.add(ann).     return ann. }
false;public;1;3;;public boolean hasAnnotation(Class<? extends java.lang.annotation.Annotation> clazz) {     return annotations.stream().map(Annotation::getType).anyMatch(clazz::equals). }
false;public;1;3;;public Annotation getAnnotation(Class<? extends java.lang.annotation.Annotation> clazz) {     return annotations.stream().filter(a -> Objects.equals(a.getType(), clazz)).findAny().orElse(null). }
false;public;0;3;;public Javadoc getJavaDoc() {     return javadoc. }
false;public;1;4;;public Method setConstructor(boolean cns) {     this.isConstructor = cns.     return this. }
false;public;0;3;;public boolean hasJavaDoc() {     return javadoc.text != null. }
