commented;modifiers;parameterAmount;loc;comment;code
false;public;1;3;;public ProtocolDecoder getDecoder(IoSession session) throws Exception {     return new HL7MLLPDecoder(config). }
false;public;1;3;;public ProtocolEncoder getEncoder(IoSession session) throws Exception {     return new HL7MLLPEncoder(config). }
false;public;1;3;;public void setCharset(Charset charset) {     config.setCharset(charset). }
false;public;1;3;;public void setCharset(String charsetName) {     config.setCharset(Charset.forName(charsetName)). }
false;public;0;3;;public Charset getCharset() {     return config.getCharset(). }
false;public;0;3;;public boolean isConvertLFtoCR() {     return config.isConvertLFtoCR(). }
false;public;1;3;;public void setConvertLFtoCR(boolean convertLFtoCR) {     config.setConvertLFtoCR(convertLFtoCR). }
false;public;0;3;;public char getStartByte() {     return config.getStartByte(). }
false;public;1;3;;public void setStartByte(char startByte) {     config.setStartByte(startByte). }
false;public;0;3;;public char getEndByte1() {     return config.getEndByte1(). }
false;public;1;3;;public void setEndByte1(char endByte1) {     config.setEndByte1(endByte1). }
false;public;0;3;;public char getEndByte2() {     return config.getEndByte2(). }
false;public;1;3;;public void setEndByte2(char endByte2) {     config.setEndByte2(endByte2). }
false;public;0;3;;public boolean isValidate() {     return config.isValidate(). }
false;public;1;3;;public void setValidate(boolean validate) {     config.setValidate(validate). }
false;public;0;3;;public boolean isProduceString() {     return config.isProduceString(). }
false;public;1;3;;public void setProduceString(boolean apply) {     config.setProduceString(apply). }
