commented;modifiers;parameterAmount;loc;comment;code
false;private;1;6;;private EnumSet<Option> asEnumSet(Option[] options) {     if (options == null || options.length == 0) {         return EnumSet.noneOf(Option.class).     }     return EnumSet.copyOf(Arrays.asList(options)). }
true;public;0;3;/**  * Returns a set of options that are understood by the {@link CommandRunner}.  * @return the options understood by the runner  */ ;/**  * Returns a set of options that are understood by the {@link CommandRunner}.  * @return the options understood by the runner  */ public Set<Option> getOptions() {     return Collections.unmodifiableSet(this.options). }
